,Month,Billed Cost,Occupancy Pct,Energy Demand,Billed Usage,Property Area
84,July,14737,0.88,682,198663,104578
85,August,14063,0.88,556,197801,104578
86,September,14818,0.88,647,196644,104578
87,October,12415,0.92,582,147383,104578
78,January,124963,0.89,1265,474720,287776
79,February,68662,0.89,1178,400080,287776
80,March,60821,0.89,1003,360240,287776
81,April,55216,0.87,820,340560,287776
82,May,51660,0.87,846,306480,287776
83,June,55548,0.83,892,289200,287776
84,July,63384,0.83,870,355440,287776
85,August,59448,0.86,874,321360,287776
86,September,57640,0.86,860,308880,287776
6,January,17176,0.0,632,131600,128119
7,February,17951,0.0,628,141500,128119
8,March,13631,0.0,570,106800,128119
9,April,11834,0.0,566,94600,128119
10,May,9278,0.0,556,64300,128119
11,June,10373,0.0,537,71900,128119
12,July,8357,0.0,265,60100,128119
13,August,5697,0.0,226,38100,128119
14,September,5984,0.0,316,41900,128119
15,October,8837,0.0,474,55100,128119
16,November,10569,0.0,528,65300,128119
17,December,15501,0.0,528,112600,128119
18,January,16096,0.0,522,118300,128119
19,February,14684,0.0,512,103500,128119
20,March,12214,0.0,492,73500,128119
21,April,10179,0.0,472,58600,128119
22,May,5962,0.0,299,32400,128119
23,June,6107,0.0,1151,36240,128119
24,July,5246,0.0,1011,33440,128119
25,August,4247,0.0,855,30840,128119
26,September,2650,0.0,691,25140,128119
27,October,2863,0.0,787,24240,128119
28,November,7937,0.0,411,52700,128119
29,December,13350,0.0,428,89200,128119
42,January,9709,1.0,286,67298,128119
43,February,9773,1.0,321,65620,128119
44,March,6328,1.0,242,49421,128119
45,April,3892,1.0,203,21980,128119
46,May,2749,1.0,134,13435,128119
47,June,2771,1.0,60,16702,128119
48,July,7451,1.0,251,55630,128119
49,August,8364,1.0,260,65534,128119
50,September,7913,1.0,196,68692,128119
51,October,3829,1.0,234,18994,128119
52,November,2308,1.0,100,12059,128119
53,December,9467,1.0,521,50462,128119
66,January,12708,0.0,468,94472,128119
67,February,8632,0.0,422,58753,128119
68,March,7455,0.0,375,55890,128119
69,April,5544,0.0,332,37496,128119
70,May,2742,0.0,308,11317,128119
71,June,2559,0.0,247,13878,128119
72,July,1936,0.0,93,10797,128119
73,August,3582,0.0,134,26683,128119
74,September,3809,0.0,137,29354,128119
75,October,3519,0.0,206,23261,128119
76,November,5758,0.0,258,45938,128119
77,December,8593,0.0,290,75457,128119
78,January,10358,0.0,361,91877,128119
79,February,9790,0.0,368,84452,128119
80,March,8389,0.0,299,73346,128119
81,April,4921,0.0,247,36564,128119
82,May,3534,0.0,177,24402,128119
83,June,3364,0.0,100,26685,128119
42,January,383837,1.0,9677,6541819,226807
43,February,346500,1.0,10508,6233735,226807
44,March,325372,1.0,9299,6596888,226807
45,April,381418,1.0,9677,6466418,226807
46,May,330642,1.0,9677,6635450,226807
47,June,335589,1.0,10206,6621033,226807
48,July,364208,1.0,9904,6884590,226807
49,August,381116,1.0,9677,6911012,226807
50,September,367145,1.0,9904,6631923,226807
51,October,365469,1.0,9601,6626601,226807
52,November,313645,1.0,9677,6261273,226807
53,December,357159,1.0,9526,6562534,226807
54,January,383311,1.0,9752,6996099,226807
55,February,309717,1.0,9979,6447433,226807
56,March,402306,1.0,10584,7515623,226807
57,April,407178,1.0,13457,7891959,226807
58,May,466881,1.0,13608,8512333,226807
59,June,434505,1.0,12852,8552666,226807
61,August,474138,1.0,13457,9560565,226807
62,September,541626,1.0,14137,9568126,226807
63,October,522666,1.0,14062,9702577,226807
64,November,466441,1.0,13230,9104357,226807
65,December,604311,1.0,13457,9121404,226807
66,January,1097001,1.0,14137,9586720,226807
67,February,432591,1.0,13910,8654915,226807
68,March,596244,1.0,13910,9476168,226807
69,April,579645,1.0,14818,9448758,226807
70,May,659493,1.0,14742,10158599,226807
71,June,663434,1.0,14818,10225013,226807
72,July,606974,1.0,15120,10577952,226807
73,August,541916,1.0,16254,10609779,226807
74,September,639373,1.0,16178,10367519,226807
75,October,645464,1.0,14969,10276950,226807
76,November,593841,1.0,14515,9617416,226807
77,December,568757,1.0,14969,9976289,226807
78,January,569116,1.0,14742,9924995,226807
79,February,497958,1.0,14742,9030911,226807
80,March,568229,1.0,15044,10098682,226807
81,April,543661,1.0,15422,10199876,226807
82,May,550600,1.0,15574,10890936,226807
83,June,473177,1.0,15574,10652498,226807
7,February,46961,0.95,1361,640320,260956
8,March,47031,0.95,1326,624480,260956
9,April,49783,0.95,1336,636720,260956
10,May,44590,0.95,1308,568800,260956
11,June,48723,0.72,1272,665280,260956
12,July,54371,0.3,1221,751440,260956
13,August,45717,0.3,1115,628800,260956
14,September,42484,0.25,1041,555120,260956
15,October,31272,0.2,954,342720,260956
16,November,29204,0.18,972,247680,260956
17,December,30601,0.13,927,291840,260956
23,June,17427,0.1,790,92160,260956
24,July,17728,0.1,705,94320,260956
25,August,15169,0.1,664,79440,260956
26,September,7820,0.1,193,74880,260956
27,October,7283,0.1,198,67200,260956
28,November,28004,0.1,944,224880,260956
29,December,30211,0.1,886,232560,260956
30,January,25761,0.1,1338,206920,260956
31,February,43176,0.1,1200,477120,260956
32,March,45000,0.1,1783,255940,260956
33,April,16355,0.1,426,160320,260956
34,May,19610,0.1,542,199360,260956
35,June,25610,0.1,641,274520,260956
36,July,22431,0.1,617,222200,260956
37,August,20564,0.1,598,202500,260956
38,September,19185,0.1,479,184340,260956
39,October,14046,0.1,370,133800,260956
40,November,27422,0.1,862,192100,260956
41,December,25239,0.1,842,192100,260956
42,January,34880,0.0,1138,314872,260956
43,February,32748,0.0,1038,296676,260956
44,March,26186,0.02,982,185823,260956
45,April,21797,0.02,864,154527,260956
46,May,18784,0.02,665,157299,260956
47,June,21021,0.19,542,215462,260956
48,July,19691,0.19,574,205425,260956
49,August,22630,0.19,590,285950,260956
50,September,24408,0.19,535,259926,260956
51,October,18761,0.19,593,210132,260956
52,November,22792,0.19,845,233310,260956
53,December,25374,0.19,852,256004,260956
54,January,27441,0.19,875,278157,260956
55,February,18831,0.19,681,233147,260956
56,March,22810,0.19,1242,240928,260956
57,April,19427,0.29,686,210596,260956
58,May,20707,0.39,568,223188,260956
59,June,21987,0.39,604,244906,260956
60,July,27120,0.39,596,280596,260956
61,August,24030,0.39,573,266154,260956
62,September,21804,0.39,540,230434,260956
63,October,22662,0.39,668,254504,260956
64,November,24134,0.39,783,280811,260956
65,December,22956,0.39,997,248540,260956
66,January,33628,0.41,1154,377741,260956
67,February,25060,0.46,1051,274439,260956
68,March,23811,0.46,877,262203,260956
69,April,20698,0.46,893,219135,260956
70,May,22753,0.45,626,233120,260956
71,June,22712,0.51,651,229356,260956
72,July,21986,0.51,726,272636,260956
73,August,28616,0.54,678,272084,260956
74,September,28889,0.54,792,289098,260956
75,October,22566,0.54,937,228571,260956
76,November,29671,0.54,486,327764,260956
77,December,28324,0.6,1310,326972,260956
78,January,27589,0.6,1453,362632,260956
79,February,28846,0.6,1330,327055,260956
80,March,25816,0.64,1468,295780,260956
81,April,23900,0.64,1008,245490,260956
82,May,17681,0.64,833,233284,260956
83,June,25665,0.64,762,242506,260956
84,July,33219,0.64,816,318229,260956
85,August,16688,0.66,566,189061,260956
86,September,26692,0.66,813,270703,260956
87,October,24618,0.66,1033,237693,260956
6,January,15427,0.82,445,149175,70757
7,February,15767,0.82,469,151050,70757
8,March,13291,0.82,445,123021,70757
9,April,11900,0.81,414,108936,70757
10,May,9821,0.82,344,89277,70757
11,June,10992,0.82,407,98615,70757
12,July,13271,1.0,472,120985,70757
13,August,13509,1.0,413,128072,70757
14,September,11656,1.0,394,107208,70757
15,October,9073,1.0,349,80074,70757
16,November,11927,1.0,417,109040,70757
17,December,14284,1.0,503,130331,70757
18,January,16694,1.0,568,153979,70757
19,February,18637,1.0,566,177880,70757
20,March,13028,1.0,554,112374,70757
21,April,12931,0.67,540,103615,70757
22,May,9451,0.67,272,83335,70757
23,June,8863,0.67,287,75981,70757
24,July,9419,0.99,282,82296,70757
25,August,8305,0.99,263,71517,70757
26,September,8998,0.99,297,76832,70757
27,October,8453,1.0,229,75829,70757
28,November,9267,1.0,426,71670,70757
29,December,9524,1.0,404,75840,70757
42,January,9853,1.0,437,82601,70757
43,February,11325,1.0,426,100260,70757
44,March,8171,1.0,360,68482,70757
45,April,7225,0.8,295,61916,70757
46,May,7122,0.8,223,65526,70757
47,June,7012,0.8,229,63912,70757
48,July,7689,0.8,240,70872,70757
49,August,8074,1.0,255,74328,70757
50,September,7878,1.0,245,72728,70757
51,October,7250,1.0,208,68547,70757
52,November,7065,1.0,363,55616,70757
53,December,8199,1.0,444,73955,70757
54,January,10391,0.8,413,86345,70757
55,February,9554,0.8,404,77715,70757
56,March,8686,0.8,467,64258,70757
57,April,8199,0.8,369,65139,70757
58,May,7158,0.8,219,62684,70757
59,June,8616,0.8,268,74905,70757
60,July,8600,0.8,248,76571,70757
61,August,8181,0.8,239,72399,70757
62,September,7211,0.8,236,61971,70757
63,October,7003,0.8,230,59642,70757
64,November,8429,0.8,366,67839,70757
65,December,8264,0.8,484,75929,70757
66,January,14244,0.8,516,120143,70757
67,February,10876,0.8,490,85432,70757
68,March,9048,0.8,498,65188,70757
69,April,9387,0.8,501,68667,70757
70,May,7834,0.8,343,61811,70757
71,June,7765,0.8,265,64764,70757
72,July,7841,0.8,233,67709,70757
73,August,8014,0.8,242,68847,70757
74,September,7909,0.8,233,68439,70757
75,October,7142,0.8,256,59753,70757
76,November,9232,0.8,472,67243,70757
77,December,9102,0.8,570,79896,70757
78,January,11865,0.8,573,86285,70757
79,February,11518,0.8,524,85566,70757
80,March,10253,0.8,469,75838,70757
81,April,8039,0.8,409,56781,70757
82,May,7595,0.8,300,58731,70757
83,June,6199,0.8,196,49208,70757
42,January,103882,1.0,2199,1034713,33575
43,February,105105,1.0,2243,1046187,33575
44,March,113977,1.0,2322,1139528,33575
45,April,102107,1.0,2416,1008394,33575
46,May,121102,1.0,2791,1181288,33575
47,June,118055,1.0,2575,1126067,33575
48,July,124776,1.0,2766,1191991,33575
49,August,142871,1.0,2716,1380479,33575
50,September,115171,1.0,2435,1099218,33575
51,October,110406,1.0,2498,1045775,33575
52,November,113917,1.0,2514,1079923,33575
53,December,111143,1.0,2197,1063429,33575
54,January,97735,1.0,2128,977784,33575
55,February,92369,1.0,2031,921266,33575
56,March,103070,1.0,2048,1037545,33575
57,April,96502,1.0,2244,960068,33575
58,May,113057,1.0,2437,1131664,33575
59,June,111628,1.0,2568,1115995,33575
60,July,112755,1.0,2543,1130418,33575
61,August,121715,1.0,2599,1222840,33575
62,September,104194,1.0,2357,1039838,33575
63,October,91644,1.0,2118,908156,33575
64,November,102084,1.0,2153,1020496,33575
65,December,104017,1.0,2062,1049816,33575
66,January,86630,1.0,2225,949119,33575
67,February,82026,1.0,2016,900240,33575
69,April,79607,1.0,2125,867799,33575
70,May,90282,1.0,2294,988199,33575
71,June,89508,1.0,2521,965875,33575
72,July,88749,1.0,2610,947330,33575
73,August,97979,1.0,2373,1049636,33575
74,September,88933,1.0,2347,946043,33575
75,October,83551,1.0,2153,885581,33575
76,November,94038,1.0,2160,1008235,33575
77,December,84384,1.0,1995,907687,33575
78,January,90263,1.0,2088,988553,33575
79,February,84427,1.0,2154,915537,33575
80,March,83350,1.0,2342,898494,33575
81,April,82263,1.0,2141,892108,33575
82,May,98493,1.0,2561,1079382,33575
83,June,88411,1.0,2668,969836,33575
12,January,10684,0.73,384,86000,43232
13,February,10073,0.73,431,79300,43232
14,March,9678,0.73,398,77800,43232
15,April,9587,0.73,370,77800,43232
16,May,8640,0.73,215,70200,43232
17,June,8764,0.73,204,71600,43232
18,July,9241,0.73,247,74699,43232
19,August,9348,0.87,215,79688,43232
20,September,9479,0.87,227,77408,43232
21,October,9520,0.87,278,76335,43232
22,November,10702,0.87,432,82633,43232
23,December,12442,0.87,432,97758,43232
24,January,28091,0.87,437,105946,43232
25,February,19370,0.87,449,104658,43232
26,March,13769,0.87,445,91541,43232
27,April,11661,0.87,325,90774,43232
28,May,9866,0.87,215,80887,43232
29,June,10127,0.87,240,83289,43232
30,July,10458,1.0,249,86884,43232
31,August,10064,1.0,254,82822,43232
32,September,11533,1.0,254,94976,43232
33,October,13052,1.0,381,104201,43232
34,November,11439,1.0,438,88000,43232
35,December,13407,1.0,435,104091,43232
48,January,11819,1.0,449,96033,43232
49,February,12597,1.0,459,101027,43232
50,March,12168,1.0,418,99157,43232
51,April,10476,1.0,343,85003,43232
52,May,12162,1.0,228,102512,43232
53,June,11101,1.0,258,90561,43232
54,July,11245,1.0,286,91204,43232
60,January,12295,0.94,449,104647,43232
61,February,10227,0.94,428,87531,43232
62,March,10912,0.94,436,92026,43232
63,April,8329,0.94,250,76081,43232
64,May,9444,0.94,247,87790,43232
65,June,8777,1.0,245,80195,43232
66,July,8471,1.0,247,75131,43232
67,August,8617,1.0,222,80105,43232
68,September,7673,1.0,218,65560,43232
69,October,6688,1.0,231,56097,43232
70,November,8163,1.0,365,66634,43232
71,December,11459,1.0,404,86534,43232
72,January,9036,1.0,382,80452,43232
73,February,7762,1.0,356,68926,43232
74,March,8135,1.0,337,73640,43232
75,April,7014,1.0,323,63373,43232
76,May,7137,1.0,244,66578,43232
77,June,6941,1.0,225,65103,43232
78,July,7130,1.0,210,66382,43232
79,August,7199,1.0,209,67108,43232
80,September,6360,0.85,208,58081,43232
81,October,6456,0.85,280,55457,43232
82,November,8554,0.85,400,72558,43232
83,December,8358,0.85,402,70600,43232
84,January,9454,0.85,406,83031,43232
85,February,8325,0.78,406,71617,43232
86,March,7354,0.78,400,60129,43232
87,April,5425,0.37,308,42655,43232
88,May,5502,0.37,273,45832,43232
89,June,5144,0.37,198,46358,43232
6,January,5910,0.0,157,46390,50560
7,February,5860,0.0,146,46402,50560
8,March,4428,0.0,137,33445,50560
9,April,2872,0.0,134,19423,50560
10,May,2473,0.0,114,16007,50560
11,June,2692,0.0,83,18923,50560
12,July,2681,0.0,69,19150,50560
13,August,1534,0.0,10,10818,50560
14,September,1003,0.0,10,5624,50560
15,October,1584,0.0,2,10322,50560
16,November,1357,0.0,10,8485,50560
17,December,3439,0.0,117,21368,50560
18,January,3657,0.0,104,58589,50560
19,February,24645,0.0,126,67252,50560
20,March,17342,0.0,67,20720,50560
21,April,3385,0.0,37,7714,50560
22,May,3574,0.0,20,13334,50560
23,June,1809,0.0,18,10809,50560
24,July,1698,0.0,18,11155,50560
25,August,1737,0.0,16,10684,50560
26,September,1724,0.0,16,11268,50560
27,October,1772,0.0,18,12346,50560
28,November,4545,0.0,133,41903,50560
29,December,11599,0.0,234,125044,50560
42,January,4245,0.1,420,95251,50560
43,February,3305,0.1,425,65822,50560
44,March,2162,0.1,344,30071,50560
45,April,1525,0.1,239,18896,50560
46,May,1027,0.1,117,17073,50560
47,June,856,0.1,81,16280,50560
48,July,1639,0.1,167,35702,50560
49,August,2356,0.1,172,73776,50560
50,September,1987,0.1,164,55453,50560
51,October,1603,0.1,219,23278,50560
52,November,5551,0.1,364,44980,50560
53,December,8494,0.1,351,78504,50560
54,January,5631,0.0,342,48628,50560
55,February,4475,0.0,335,33332,50560
56,March,5364,0.0,327,42423,50560
57,April,2844,0.0,104,22865,50560
58,May,2963,0.0,88,23435,50560
59,June,3660,0.0,121,29815,50560
60,July,5560,0.0,182,52914,50560
61,August,9305,0.57,294,109436,50560
62,September,10487,0.57,284,105176,50560
63,October,10890,0.57,307,127781,50560
64,November,10724,0.77,353,125157,50560
65,December,25683,0.77,495,177687,50560
66,January,15030,0.77,487,141000,50560
67,February,10311,0.77,446,122340,50560
68,March,13239,0.77,417,134546,50560
69,April,9552,0.77,327,101160,50560
70,May,12081,0.77,308,128877,50560
71,June,13136,0.97,306,142141,50560
72,July,12627,0.97,311,133012,50560
73,August,13261,0.97,330,141492,50560
74,September,13332,0.97,355,141995,50560
75,October,11228,0.97,321,116933,50560
76,November,12645,0.97,351,130874,50560
77,December,12864,0.97,391,130224,50560
78,January,13964,0.97,440,135980,50560
79,February,12337,0.97,369,122370,50560
80,March,11293,0.97,363,108749,50560
81,April,9107,0.97,335,85198,50560
82,May,10500,0.97,316,103821,50560
83,June,9638,0.97,287,95997,50560
42,January,48703,0.84,1499,567522,298065
43,February,47647,0.84,1491,530741,298065
44,March,45285,0.84,1264,532965,298065
45,April,41587,0.84,1279,482404,298065
46,May,41789,0.86,1242,479095,298065
47,June,48110,0.86,1438,550979,298065
48,July,55080,0.88,1428,564944,298065
49,August,50613,0.89,1347,561966,298065
50,September,49836,0.89,1369,577308,298065
51,October,41706,0.91,1193,479227,298065
52,November,42302,0.93,1308,509875,298065
53,December,43657,0.93,1478,512808,298065
54,January,44680,0.93,1390,524369,298065
55,February,44215,0.93,1480,500620,298065
56,March,42411,0.93,1411,476533,298065
57,April,42034,0.95,1171,475851,298065
58,May,42329,0.95,1301,484252,298065
59,June,46450,0.95,1333,545922,298065
60,July,50661,0.94,1398,545170,298065
61,August,51398,0.95,1406,570407,298065
62,September,46125,0.95,1347,504256,298065
63,October,41687,0.95,1226,478664,298065
64,November,42709,0.95,1464,501765,298065
65,December,45433,0.95,1571,573406,298065
66,January,62686,0.95,1435,678343,298065
67,February,49723,0.95,1402,584208,298065
68,March,43244,0.95,1517,468391,298065
69,April,41921,0.95,1333,462337,298065
70,May,46393,0.95,1404,549525,298065
71,June,50835,0.98,1322,530415,298065
72,July,50751,0.98,1304,550283,298065
73,August,53599,1.0,1375,565303,298065
74,September,51065,1.0,1401,530411,298065
75,October,43891,1.0,1242,470482,298065
76,November,44556,1.0,1544,494913,298065
77,December,47091,1.0,1571,498231,298065
78,January,48060,0.96,1548,518607,298065
79,February,46538,0.95,1544,462905,298065
80,March,43139,0.98,1436,428069,298065
81,April,41414,0.98,1111,423426,298065
82,May,47823,0.98,1560,481454,298065
83,June,41856,0.98,1405,474957,298065
84,July,55902,0.98,1454,513937,298065
85,August,61214,0.96,898,539105,298065
